DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,ARE: United Arab Emirates,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,71.3130874633789,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,82.6486892700195,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,84.5431976318359,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,84.5514373779297,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,86.4146499633789,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,72.0295104980469,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,73.2993927001953,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,76.6732788085938,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,GBR: United Kingdom,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2020,80.0719985961914,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1970,66.7732009887695,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1980,77.1791381835938,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2004,85.4337310791016,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2005,85.4364624023438,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,86.3811264038086,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,87.2264022827148,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,87.1326675415039,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,87.6601486206055,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,88.0463714599609,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,88.0367279052734,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,88.6239929199219,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,88.8588333129883,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,88.7589416503906,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,89.598388671875,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,90.1592025756836,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,USA: United States,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2020,91.3008499145508,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2003,36.6395492553711,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,26.8970508575439,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,29.7360095977783,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,30.2893295288086,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,29.7297306060791,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,30.075870513916,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,30.8705291748047,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,30.594820022583,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,31.6084499359131,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,32.1284294128418,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,32.0718307495117,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,33.4408798217773,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,33.7841110229492,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,URY: Uruguay,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,35.0490684509277,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,89.760498046875,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,90.1748428344727,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,90.3000564575195,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,91.0283889770508,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,95.2751388549805,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UZB: Uzbekistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,95.8122406005859,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VUT: Vanuatu,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1979,5.19999980926514,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VEN: Venezuela (Bolivarian Republic of),GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,37.5413017272949,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VEN: Venezuela (Bolivarian Republic of),GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2007,42.6591491699219,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VEN: Venezuela (Bolivarian Republic of),GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,44.6650581359863,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VEN: Venezuela (Bolivarian Republic of),GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,46.466911315918,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VEN: Venezuela (Bolivarian Republic of),GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,59.6933784484863,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VEN: Venezuela (Bolivarian Republic of),GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,65.1763916015625,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VNM: Viet Nam,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1979,19.0636196136475,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VNM: Viet Nam,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,21.4375095367432,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,VNM: Viet Nam,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,29.5268402099609,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2004,25.3673896789551,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,26.8244800567627,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2007,27.6313495635986,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,28.9788208007813,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,31.5712509155273,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,31.9975204467773,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,33.2143592834473,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,35.695499420166,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,36.8263702392578,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,36.5227394104004,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,38.2552185058594,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,39.5674018859863,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,40.9682807922363,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,43.2021217346191,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,PSE: State of Palestine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2020,47.085018157959,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ZMB: Zambia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1990,8.87448024749756,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ZWE: Zimbabwe,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2002,6.31009006500244,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ZWE: Zimbabwe,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,3.93887996673584,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ZWE: Zimbabwe,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,12.0021800994873,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ZWE: Zimbabwe,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,9.35805034637451,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),M: Male,_T: Total,_T: Total,_T: Total,1975,4.55595016479492,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,AFG: Afghanistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),M: Male,_T: Total,_T: Total,_T: Total,2021,12.0954103469849,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ALB: Albania,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),M: Male,_T: Total,_T: Total,_T: Total,2001,42.0749015808105,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ALB: Albania,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),M: Male,_T: Total,_T: Total,_T: Total,2008,44.9931793212891,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ALB: Albania,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),M: Male,_T: Total,_T: Total,_T: Total,2011,48.4287910461426,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ALB: Albania,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),M: Male,_T: Total,_T: Total,_T: Total,2012,46.1517715454102,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
